nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.5712959573	0.5852864551	0.6137156373	0.6161676822
nan	nan	nan	nan	nan	0.5529724293	0.6211265383	0.6428289636	0.6697202793	0.6561563271	0.6756033378	0.6261861676	0.6452013287	0.6358989616	0.6416657003	0.6740994086	0.6347567293	0.6300854977	0.6510811702	0.6651018185
nan	nan	nan	0.6131433724	0.6200305392	0.6360668421	0.7222576917	0.6184498176	0.6704766262	0.6306628642	0.6414047259	0.6571715252	0.6532653495	0.6275958777	0.6375251773	0.684511499	0.6518515725	0.6606945487	0.6468219148	0.6894226805
nan	nan	0.5960402417	0.5804786553	0.6371912364	0.6589875452	0.5920461149	0.6025333723	0.6689601207	0.6395328943	0.6187424463	0.6595025324	0.61556481	0.6348724593	0.6451372567	0.7075205985	0.8246034957	0.839488804	0.80402124	1.007677555
nan	nan	0.6460530423	0.6106982085	0.6717524352	0.6401677404	0.5600149637	0.6491591308	0.6372136028	0.6858918236	0.7462397676	0.7027070932	0.7165615026	0.8403718388	0.6381787312	0.9516229066	0.8493405717	1.069879195	0.9900559675	1.230962842
nan	nan	0.6109396336	0.6346367534	0.6395101286	0.6385328381	0.6481653774	0.6524188043	0.6565177457	0.7349710872	0.7834158982	0.4597611841	0.964582379	1.035754673	1.128078609	0.9428235264	0.5949100514	1.252836502	1.361580484	1.403444996
nan	nan	0.6040013525	0.6306888313	0.6128744437	0.6333259726	0.659455092	0.6796909504	0.738394597	0.5777037837	0.6235621439	0.5482098787	1.090524091	0.9062025237	1.188599228	0.0831736298	1.336698632	0.5246165895	1.301124833	nan
